z Webb.NIRCam.F200W Webb.NIRCam.F277W Webb.NIRCam.F356W Webb.NIRCam.F444W
5.0 1.3673695081210217e-07 3.899569825490289e-07 4.5673143859104505e-07 5.206312182313192e-07
5.1 1.2988111148959775e-07 3.7347914248385586e-07 4.398778690319731e-07 5.024446760945547e-07
5.199999999999999 1.2345603744762416e-07 3.5656655743168693e-07 4.2359181379415295e-07 4.853487947957401e-07
5.299999999999999 1.1765996628989252e-07 3.399014996712753e-07 4.0789062039956477e-07 4.6933732645447154e-07
5.399999999999999 1.1205424467064799e-07 3.232492851836989e-07 3.9280802141452745e-07 4.539171091042673e-07
5.499999999999998 1.0705549253701571e-07 3.064511626364058e-07 3.7761929044784377e-07 4.393183456454645e-07
5.599999999999998 1.0249018406344748e-07 2.8707600912856475e-07 3.646184175117988e-07 4.25601645254972e-07
5.6999999999999975 9.824220149930499e-08 2.6780353441130645e-07 3.5215985026318995e-07 4.1260674259829873e-07
5.799999999999997 9.393961510101757e-08 2.496216949460005e-07 3.400869672251146e-07 4.0025048756104537e-07
5.899999999999997 9.001557352294814e-08 2.3269095222868718e-07 3.2854535467458736e-07 3.884873060425435e-07
5.9999999999999964 8.618155455025353e-08 2.1604697811749877e-07 3.178811383665871e-07 3.773913030984517e-07
6.099999999999996 8.268355770554011e-08 2.0046272155633733e-07 3.076226016453648e-07 3.666617911446138e-07
6.199999999999996 7.941982998527572e-08 1.8664287037136375e-07 2.9699487570005475e-07 3.562492448854821e-07
6.299999999999995 7.61868269242056e-08 1.740333314509294e-07 2.8661199789974586e-07 3.461581063740974e-07
6.399999999999995 7.312981791854647e-08 1.611415483903822e-07 2.7777315834185196e-07 3.3650451523574827e-07
6.499999999999995 7.041088566182528e-08 1.4842509904335313e-07 2.6970460224578684e-07 3.273139516130384e-07
6.599999999999994 6.790162401636189e-08 1.3685603975542358e-07 2.617513989327632e-07 3.1857148805090723e-07
6.699999999999994 6.561420134153842e-08 1.2671608777795374e-07 2.536690438827688e-07 3.104097420351022e-07
6.799999999999994 6.357175387428898e-08 1.1612955670612163e-07 2.4663582482485316e-07 3.0243730761102556e-07
