z Webb.NIRCam.F200W Webb.NIRCam.F277W Webb.NIRCam.F356W Webb.NIRCam.F444W
6.899999999999993 6.162407542356312e-08 1.0745976599517559e-07 2.3889044732881943e-07 2.946971766142061e-07
6.999999999999993 5.98917845464079e-08 9.980306468652726e-08 2.310575969447576e-07 2.8676856167796685e-07
7.0999999999999925 5.832598475749487e-08 9.277753600254893e-08 2.2335934125079785e-07 2.794962502882962e-07
7.199999999999992 5.678905840322834e-08 8.650104704240289e-08 2.1643981538429304e-07 2.72945789184793e-07
7.299999999999992 5.5285234762925425e-08 8.10101569485072e-08 2.0875586868825815e-07 2.6672743723725533e-07
7.3999999999999915 5.381757433985221e-08 7.664592179951067e-08 2.0001584219452574e-07 2.6067283366830087e-07
7.499999999999991 5.257507925673494e-08 7.367817619324609e-08 1.9060027206964253e-07 2.5464836549122587e-07
7.599999999999991 5.1439587047011526e-08 7.114515159507942e-08 1.8103794755015857e-07 2.489320564817774e-07
7.69999999999999 5.035350184113734e-08 6.877084166357274e-08 1.7199535174800852e-07 2.435511299707959e-07
7.79999999999999 4.932577493165943e-08 6.660034907078448e-08 1.6319378670678194e-07 2.3826699441371125e-07
7.89999999999999 4.83844720894921e-08 6.450933022802552e-08 1.543671135441733e-07 2.328420108700541e-07
7.999999999999989 4.7508011574284485e-08 6.253208996494533e-08 1.4605748968957712e-07 2.2728676830736925e-07
8.099999999999989 4.6586960536032895e-08 6.070901905319354e-08 1.3842173060896295e-07 2.2226604814071576e-07
8.199999999999989 4.5739716782669124e-08 5.887428728006188e-08 1.3159474207664242e-07 2.177622359344217e-07
8.299999999999988 4.5042659338809006e-08 5.7180256671088007e-08 1.2477117516347958e-07 2.1353011848717427e-07
8.399999999999988 4.425614005874607e-08 5.5529999117116147e-08 1.1754923428782103e-07 2.0931734391577573e-07
8.499999999999988 4.3505975727440466e-08 5.3921413809015005e-08 1.1029995481793883e-07 2.0489370176434361e-07
8.599999999999987 4.27177651101018e-08 5.235545253896055e-08 1.0335585221564386e-07 2.0091215055714464e-07
8.699999999999987 4.189031142501651e-08 5.089539956499089e-08 9.709525404311807e-08 1.9714703826702522e-07
8.799999999999986 4.1171753237715916e-08 4.947650064728252e-08 9.113634082663203e-08 1.929361496434417e-07
8.899999999999986 4.04905914205218e-08 4.81113148408565e-08 8.493814893981532e-08 1.8877617255760199e-07
8.999999999999986 3.978369357277023e-08 4.6784386320370374e-08 7.939475408757763e-08 1.846887445904301e-07
9.099999999999985 3.9202489317705524e-08 4.550541297956477e-08 7.465411796539265e-08 1.8069978414207406e-07
9.199999999999985 3.8488571530674486e-08 4.4303442430192653e-08 7.011726821808494e-08 1.7667535555164273e-07
9.299999999999985 3.777292373430868e-08 4.314213047251516e-08 6.588528232341792e-08 1.7272888211982041e-07
9.399999999999984 3.7137334452559e-08 4.2054540048085485e-08 6.200245227467843e-08 1.685531597571111e-07
9.499999999999984 3.648168730636981e-08 4.10487699365116e-08 5.853558622632611e-08 1.639815171976179e-07
9.599999999999984 3.578336423611602e-08 4.008549519871318e-08 5.55752018012172e-08 1.5927543591112972e-07
9.699999999999983 3.5158573689484756e-08 3.916786723125419e-08 5.33019851027963e-08 1.5472766369913314e-07
9.799999999999983 3.457847892279094e-08 3.830853446007937e-08 5.169217317639362e-08 1.5033046989126247e-07
9.899999999999983 3.39812039296779e-08 3.7481691396415795e-08 5.0338314611746026e-08 1.4604911617466292e-07
9.999999999999982 3.343029099879699e-08 3.673008545783215e-08 4.9058367665469995e-08 1.419544199733118e-07
10.099999999999982 3.285493634949159e-08 3.601067914524119e-08 4.784940838110391e-08 1.3797216755199214e-07
10.199999999999982 3.228922603369716e-08 3.5359282179901873e-08 4.670101623741623e-08 1.3411417134514548e-07
10.299999999999981 3.1713086218199765e-08 3.473913016929734e-08 4.5565186247572124e-08 1.3041162010356255e-07
10.39999999999998 3.116414723121695e-08 3.414474183980045e-08 4.44634915522668e-08 1.2692699179932265e-07
10.49999999999998 3.064022613479071e-08 3.357232217333867e-08 4.3415859486957866e-08 1.2365404693184946e-07
10.59999999999998 3.014814574563381e-08 3.3010809867476874e-08 4.2428231437361974e-08 1.2052564226488992e-07
10.69999999999998 2.9678074608367137e-08 3.245236201269586e-08 4.148434927958401e-08 1.1747897858719727e-07
10.79999999999998 2.9206776096435107e-08 3.189543425867104e-08 4.060828646531724e-08 1.1444432937360584e-07
10.899999999999979 2.8751249098453995e-08 3.1383772293065854e-08 3.97542309096426e-08 1.114576592014095e-07
10.999999999999979 2.82860762316685e-08 3.0940587769039235e-08 3.888347889103499e-08 1.0855756123975868e-07
11.099999999999978 2.7850082765691534e-08 3.049611519649291e-08 3.8021667786013016e-08 1.0581580693320761e-07
11.199999999999978 2.7471490017830536e-08 3.0090162158598276e-08 3.718073220923988e-08 1.0327490399565034e-07
11.299999999999978 2.709264578007936e-08 2.9694741272170813e-08 3.6380080268581824e-08 1.0083989878771853e-07
11.399999999999977 2.6670833507407114e-08 2.9324098859705665e-08 3.559805230300668e-08 9.844894480118498e-08
11.499999999999977 2.6228692411793628e-08 2.8959151059953263e-08 3.4821293478497384e-08 9.614184744063776e-08
11.599999999999977 2.5787676466098353e-08 2.8590891416417907e-08 3.408108240404121e-08 9.405206073108948e-08
11.699999999999976 2.535836761825438e-08 2.8224129416928992e-08 3.3366387139456825e-08 9.21201698596261e-08
11.799999999999976 2.4937559081409948e-08 2.7858330544808915e-08 3.2693829213343204e-08 9.030708669867858e-08
11.899999999999975 2.4532933199661495e-08 2.7525588361185588e-08 3.2009766610832666e-08 8.856500365867945e-08
