z Webb.NIRCam.F200W Webb.NIRCam.F277W Webb.NIRCam.F356W Webb.NIRCam.F444W
5.0 1.0416288276077978e-06 2.269052251418012e-06 2.1679454317309396e-06 1.990970606565668e-06
5.1 9.92601810733442e-07 2.1917438051403945e-06 1.586120720216393e-06 1.951620137837571e-06
5.199999999999999 9.571837511011173e-07 2.121848352576013e-06 1.413806957059053e-06 1.9068772529051663e-06
5.299999999999999 9.246965558380421e-07 1.6857095925283833e-06 1.657444727666936e-06 1.8597263806865256e-06
5.399999999999999 8.899673203239311e-07 1.4949081989763742e-06 1.7445703681251318e-06 1.810199842303324e-06
5.499999999999998 8.570735195790487e-07 1.3579324971909267e-06 1.8008620723107387e-06 1.757862732188266e-06
5.599999999999998 8.253594999748313e-07 1.3042178100041631e-06 1.7952801294106327e-06 1.7191436873804162e-06
5.6999999999999975 7.954419820065365e-07 1.2562140472064081e-06 1.7559316372208705e-06 1.6750060041509544e-06
5.799999999999997 7.67011746211914e-07 1.209078385788251e-06 1.7284352692011042e-06 1.6302046214101524e-06
5.899999999999997 7.40116118336882e-07 1.166833653918763e-06 1.6907084940160386e-06 1.5853113833843785e-06
5.9999999999999964 7.131648849254974e-07 1.1230081193460202e-06 1.6763323177256827e-06 1.536411742908443e-06
6.099999999999996 6.884845997905503e-07 1.0816915536700947e-06 1.663532853281459e-06 1.4815128024381303e-06
6.199999999999996 6.646453389372594e-07 1.0250043465804221e-06 1.6595815262666725e-06 1.4335487069405403e-06
6.299999999999995 6.420289319361943e-07 9.658357742481553e-07 1.6577166048933628e-06 1.39135227147972e-06
6.399999999999995 6.212556421627366e-07 9.276125821641866e-07 1.6404272375081806e-06 1.3484227966039114e-06
6.499999999999995 6.017674551344414e-07 8.932076107054466e-07 1.6205922342074741e-06 1.2885340213206707e-06
6.599999999999994 5.831167640067732e-07 8.563118003924372e-07 1.5989810423108229e-06 1.1731864198260558e-06
6.699999999999994 5.653787282633282e-07 8.141218230335408e-07 1.584481683343121e-06 1.0493433151284546e-06
6.799999999999994 5.486076896754749e-07 7.818941967909345e-07 1.549368050639224e-06 1.1560476463621812e-06
6.899999999999993 5.286035014917633e-07 7.45322397586556e-07 1.4609970483513467e-06 1.212968595578096e-06
6.999999999999993 5.097198533089941e-07 7.133299315961116e-07 1.1862315559268198e-06 1.2322273260991067e-06
7.0999999999999925 4.947453233827929e-07 6.731613264939787e-07 1.032873739011748e-06 1.2316546243643001e-06
7.199999999999992 4.808103450684447e-07 6.400064258613091e-07 9.47315833474048e-07 1.2135720369245027e-06
7.299999999999992 4.6750432911700607e-07 6.143160315957708e-07 8.936697594054483e-07 1.1943751659720755e-06
7.3999999999999915 4.5469478765889857e-07 5.866594430209649e-07 8.7413467688124e-07 1.1733275465077452e-06
7.499999999999991 4.425997951063747e-07 5.648968479843643e-07 8.571064499962156e-07 1.1501057219192183e-06
7.599999999999991 4.307927082629289e-07 5.510054969328037e-07 8.379506959358909e-07 1.1266688743284568e-06
7.69999999999999 4.1937645244003984e-07 5.379670323865006e-07 8.172893655549592e-07 1.1064294257210303e-06
7.79999999999999 4.08297811673552e-07 5.24577806957465e-07 7.98762372118253e-07 1.0836298700585857e-06
7.89999999999999 3.975689382312001e-07 5.11116749941273e-07 7.785043976888633e-07 1.0704722046500327e-06
7.999999999999989 3.874185809474183e-07 4.982676912948686e-07 7.567826532900091e-07 1.0634243579460174e-06
8.099999999999989 3.780208605623231e-07 4.86122930742258e-07 7.335335132349378e-07 1.0444473005365248e-06
8.199999999999989 3.723871324215324e-07 4.7419129585795287e-07 6.960395303520386e-07 1.023514810996801e-06
8.299999999999988 3.6735759844925907e-07 4.626020018533998e-07 6.68574606286639e-07 1.0009523708646612e-06
8.399999999999988 3.593181853460377e-07 4.5135849205206417e-07 6.500628316381331e-07 9.792579371131518e-07
8.499999999999988 3.5051598145483655e-07 4.4052068755256187e-07 6.327430812244431e-07 9.64321088696005e-07
8.599999999999987 3.419663273421468e-07 4.301203963931628e-07 6.150706980477292e-07 9.454122527785409e-07
8.699999999999987 3.335554360053268e-07 4.201229620496506e-07 5.932921596982125e-07 9.261691313479682e-07
8.799999999999986 3.2562350295821335e-07 4.1010031119577114e-07 5.715248694730745e-07 9.044364206886456e-07
8.899999999999986 3.1814786724737086e-07 4.0029184821200496e-07 5.541685433990328e-07 8.733688491079991e-07
8.999999999999986 3.108132552745191e-07 3.911321206259276e-07 5.354710409988914e-07 8.09952924306272e-07
9.099999999999985 3.037271596924338e-07 3.820432801732654e-07 5.152837078717021e-07 7.424412626100046e-07
9.199999999999985 2.9656395071215326e-07 3.732703262763893e-07 4.96378457941912e-07 6.974053768668951e-07
9.299999999999985 2.896972146104547e-07 3.6508075156309894e-07 4.7294582499421244e-07 6.693664679788129e-07
9.399999999999984 2.8323631233493435e-07 3.573314106814962e-07 4.525918238643802e-07 6.497029102932439e-07
9.499999999999984 2.772358023550103e-07 3.498452227068242e-07 4.363854367713335e-07 6.358198861333114e-07
9.599999999999984 2.7178746493417897e-07 3.424640775002712e-07 4.215539708123635e-07 6.243709080518504e-07
9.699999999999983 2.66144839987915e-07 3.351991971817057e-07 4.0561847417349974e-07 6.121312928516185e-07
9.799999999999983 2.6028769830530596e-07 3.2830144077094036e-07 3.929440837446466e-07 6.003076432761722e-07
