z Webb.NIRCam.F200W Webb.NIRCam.F277W Webb.NIRCam.F356W Webb.NIRCam.F444W
5.0 7.679511762876163e-06 8.227898270707463e-06 6.97123663391334e-06 6.066906345027022e-06
5.1 7.528679120397079e-06 8.076467550604873e-06 6.829646195247589e-06 5.922488123899757e-06
5.199999999999999 7.427843230266134e-06 7.925912449568362e-06 6.694789105884684e-06 5.786310203910165e-06
5.299999999999999 7.340531969213416e-06 7.785997337487306e-06 6.565001409594022e-06 5.658543445841596e-06
5.399999999999999 7.257737094642322e-06 7.648428471161946e-06 6.442602012486717e-06 5.535432835178779e-06
5.499999999999998 7.180805213463385e-06 7.492133907129955e-06 6.3224903141105025e-06 5.418317956782757e-06
5.599999999999998 7.107015330241205e-06 7.289875420550871e-06 6.215505721164751e-06 5.307649539573531e-06
5.6999999999999975 7.036415267367632e-06 7.0596353592521255e-06 6.1155184352374955e-06 5.202710007665582e-06
5.799999999999997 6.96656539873397e-06 6.835384875080585e-06 6.016225801623935e-06 5.102349737922418e-06
5.899999999999997 6.899623696454668e-06 6.6240206848948095e-06 5.9183611808797294e-06 5.005658200079614e-06
5.9999999999999964 6.8325314557279305e-06 6.415839821845115e-06 5.828196369918439e-06 4.91339328408234e-06
6.099999999999996 6.769379452454206e-06 6.216430657847117e-06 5.7421443080221345e-06 4.8239840539868344e-06
6.199999999999996 6.708156007596399e-06 6.028444746519053e-06 5.656182350011554e-06 4.73762045371746e-06
6.299999999999995 6.6482212446894905e-06 5.850136638036694e-06 5.574154072578089e-06 4.653067675100435e-06
6.399999999999995 6.591061009400924e-06 5.675622849790654e-06 5.499912375914363e-06 4.57138854023996e-06
6.499999999999995 6.537464515717812e-06 5.506199615317548e-06 5.432509184081823e-06 4.493312755888584e-06
6.599999999999994 6.4861185954107215e-06 5.345689534613488e-06 5.367783564727501e-06 4.41875335110395e-06
6.699999999999994 6.43671156588663e-06 5.194376998467943e-06 5.303468579971718e-06 4.348098315709584e-06
6.799999999999994 6.389769752395122e-06 5.046052724620854e-06 5.243029154451752e-06 4.2787882686490956e-06
6.899999999999993 6.3441481223650625e-06 4.913456393482015e-06 5.178545938357169e-06 4.212664741432169e-06
6.999999999999993 6.299814715392797e-06 4.790571083166531e-06 5.115407209684521e-06 4.146947787306925e-06
7.0999999999999925 6.257252587350117e-06 4.672331143288938e-06 5.0547684563935275e-06 4.085471578688866e-06
7.199999999999992 6.213712892728256e-06 4.5607235693467936e-06 4.998849159760465e-06 4.0282433400347266e-06
7.299999999999992 6.172112202444293e-06 4.455518661024821e-06 4.93983582349879e-06 3.9752443326336695e-06
7.3999999999999915 6.131204082100242e-06 4.365191976456236e-06 4.870164183080871e-06 3.922543268567341e-06
