log10_duration FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V HbetaEW
6.0 9.631298602454166e+21 5.296276040334866e+21 3.1856199210431996e+21 2.7212070822139653e+21 3.073585392334302e+21 2.762832209481815e+21 3.1586620276878617e+21 1.7847591015526635e+21 0.0
6.1 9.741754211936573e+21 5.363869582045144e+21 3.2267024474479217e+21 2.7548057760150003e+21 3.1120256927552126e+21 2.797077355746984e+21 3.1989043937922206e+21 1.8070075776339967e+21 0.0
6.199999999999999 1.003455651552344e+22 5.55040064847585e+21 3.342029034330441e+21 2.8506994367262e+21 3.2212043750493803e+21 2.894759801847789e+21 3.312439039871399e+21 1.87119406729522e+21 0.0
6.299999999999999 1.0637236846240123e+22 5.991692652504998e+21 3.6489278755847374e+21 3.1852644825439844e+21 3.56968580185978e+21 3.2315833298682836e+21 3.6372652521110813e+21 2.1648816443605865e+21 0.0
6.399999999999999 1.1319442399736638e+22 6.543443992971032e+21 4.0590620848849494e+21 3.690914780031848e+21 4.0658177897486116e+21 3.737364202404052e+21 4.083625344607866e+21 2.7129276849748637e+21 0.0
6.499999999999998 1.1543253483904368e+22 6.809131487057635e+21 4.290375401861482e+21 4.0277636567028324e+21 4.384943895325743e+21 4.072879403370835e+21 4.350520500204391e+21 3.100346800585696e+21 0.0
6.599999999999998 1.1219299566510219e+22 6.74948896166902e+21 4.356491267847377e+21 4.371184573156812e+21 4.70395794085153e+21 4.41224731241447e+21 4.514556707253499e+21 3.3912243697936887e+21 0.0
6.6999999999999975 1.0521643682153003e+22 6.445431473484163e+21 4.281050998569201e+21 4.7089807282002455e+21 4.986175611093932e+21 4.741341485177156e+21 4.577790240596679e+21 3.69209342053687e+21 0.0
6.799999999999997 9.5874449670841e+21 5.942111630760823e+21 4.0262630674688125e+21 4.7215385214288323e+21 4.929543215112703e+21 4.744481864395116e+21 4.3998130745002164e+21 3.788895932422829e+21 0.0
6.899999999999997 8.562422857056395e+21 5.353024959724119e+21 3.6737535874722693e+21 4.4472784134664524e+21 4.606040558631424e+21 4.463942223460654e+21 4.057730691842522e+21 3.63965960272862e+21 0.0
