log10_duration FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
6.0 8.520099558492406e+21 6.113795577469732e+21 3.9937350250578203e+21 3.537714394258149e+21 3.930913536768902e+21 3.585234071723547e+21 3.9908861611627066e+21 2.369997764515016e+21 0.0 0.0 0.0 0.0
6.1 1.054257260060867e+22 8.08910497235667e+21 5.387464474445307e+21 4.790354630188838e+21 5.327134229986412e+21 4.857815168086695e+21 5.395394811483041e+21 3.241257224724077e+21 0.0 0.0 0.0 0.0
6.199999999999999 1.1655649801195036e+22 9.349301714888542e+21 6.320417242354276e+21 5.669315488799853e+21 6.29789119916411e+21 5.749847070781472e+21 6.351154634954311e+21 3.8596028905486586e+21 0.0 0.0 0.0 0.0
6.299999999999999 1.2467263620419634e+22 1.0607853200200597e+22 7.323021551424554e+21 6.671630228782885e+21 7.400410488041793e+21 6.765964663587745e+21 7.396811082254747e+21 4.573655473869435e+21 0.0 0.0 0.0 0.0
6.399999999999999 1.1156980995946996e+22 9.866083754413155e+21 7.062879694459438e+21 6.710692614077222e+21 7.363335006392588e+21 6.797583045675492e+21 7.196852959804914e+21 4.69883890647212e+21 0.0 0.0 0.0 0.0
6.499999999999998 8.617727703425223e+21 7.739635878944174e+21 5.75982381845879e+21 5.909990719835249e+21 6.363816702185592e+21 5.971729181631667e+21 6.009449863600345e+21 4.3056311169720564e+21 0.0 0.0 0.0 0.0
6.599999999999998 6.400865816218924e+21 5.573834085076982e+21 4.0580743538576557e+21 4.083324574957856e+21 4.400417780069549e+21 4.1264151157267707e+21 4.2095592646138224e+21 2.986786445842979e+21 0.0 0.0 0.0 0.0
6.6999999999999975 4.81288480829954e+21 4.1737707774562465e+21 3.0277952506627815e+21 3.1319487256755065e+21 3.341791876017656e+21 3.162993379280082e+21 3.1754051922581033e+21 2.442043950708762e+21 0.0 0.0 0.0 0.0
6.799999999999997 3.4802509556694117e+21 3.0318905856056523e+21 2.2183284380372105e+21 2.3405756484825165e+21 2.4788504910735863e+21 2.36126937306993e+21 2.3409765480213887e+21 1.9259619341097294e+21 0.0 0.0 0.0 0.0
6.899999999999997 2.506248583518942e+21 2.2535168726267032e+21 1.6712900892649487e+21 1.811172244544027e+21 1.9011795429396785e+21 1.8240252881129589e+21 1.7804087250037055e+21 1.6602667796549437e+21 0.0 0.0 0.0 0.0
6.9999999999999964 1.7320397118486112e+21 1.5978218737268383e+21 1.2192017507901568e+21 1.3688971779410237e+21 1.4068777762711043e+21 1.3733550360700914e+21 1.3014108545442715e+21 1.3026746180232717e+21 0.0 0.0 0.0 0.0
7.099999999999996 1.2201741393505668e+21 1.1659730437179083e+21 9.222895106385864e+20 1.083447145966922e+21 1.0798384005094611e+21 1.0810596079968071e+21 9.82742384906189e+20 1.0490271015923501e+21 0.0 0.0 0.0 0.0
7.199999999999996 8.838915222620701e+20 8.832677267058177e+20 7.436040558398428e+20 9.655727604266284e+20 9.317370994572113e+20 9.574279720426415e+20 8.11814161651909e+20 8.776566837067129e+20 0.0 0.0 0.0 0.0
7.299999999999995 6.483940845394514e+20 6.74975109446322e+20 6.154925482334738e+20 9.252710989118872e+20 8.703041672022757e+20 9.136511467214235e+20 7.108410027017913e+20 8.286108933558231e+20 0.0 0.0 0.0 0.0
7.399999999999995 5.02689465005079e+20 5.299505175181452e+20 4.979202043996836e+20 7.928862819731796e+20 7.28349170720792e+20 7.794845161440514e+20 5.84246649858069e+20 6.936141773809524e+20 0.0 0.0 0.0 0.0
7.499999999999995 3.92627963165861e+20 4.2406296982284245e+20 4.1956855534656284e+20 7.265508804339114e+20 6.530856539225378e+20 7.115732134614267e+20 5.076839147265566e+20 6.294633345193312e+20 0.0 0.0 0.0 0.0
7.599999999999994 3.064083653684303e+20 3.3855837867811406e+20 3.5133303391792176e+20 6.495971343436264e+20 5.650799610333898e+20 6.332623592769079e+20 4.322442512308935e+20 5.8163025277049615e+20 0.0 0.0 0.0 0.0
7.699999999999994 2.3789764271569165e+20 2.711122000501397e+20 2.973016897137696e+20 5.799671153032267e+20 4.91329604560951e+20 5.62913052478111e+20 3.707592054216372e+20 5.1850246888389784e+20 0.0 0.0 0.0 0.0
7.799999999999994 1.7875919584009535e+20 2.103003721584176e+20 2.444122248622658e+20 4.965349649737383e+20 4.0685997015071346e+20 4.801044357532281e+20 3.061613154974774e+20 4.7599444624599817e+20 0.0 0.0 0.0 0.0
