log10tau_V FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
-1.3999999999999977 1.2983525616565645e+21 1.0635868871765975e+21 1.005660160513337e+21 1.1666724622906908e+21 1.394990336912511e+21 1.2781092107841396e+21 1.1855960146654394e+21 1.0422948449453801e+21 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
-1.2999999999999976 1.2499001870822579e+21 1.0395905890217689e+21 9.894948307133546e+20 1.1510270200919086e+21 1.374599321211465e+21 1.260744519408574e+21 1.167420833060629e+21 1.0315894882094677e+21 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
-1.1999999999999975 1.191479687283362e+21 1.010153020252603e+21 9.695129499433016e+20 1.1316285742057639e+21 1.3493519191041948e+21 1.2392187934236169e+21 1.1449365138192049e+21 1.0182688032156626e+21 138.3395511008228 449.8074460214254 140.8444695877844 728.9914667100327
-1.0999999999999974 1.1218214268487626e+21 9.742812715175025e+20 9.449301624060493e+20 1.1076715788823982e+21 1.3182257754871903e+21 1.2126414222744536e+21 1.1172470477615951e+21 1.0017439124578455e+21 138.33955110082275 449.80744602142545 140.8444695877844 728.9914667100326
-0.9999999999999973 1.0399202446991041e+21 9.309356130288592e+20 9.14866851468373e+20 1.078231380711736e+21 1.280059376225599e+21 1.1799916261579771e+21 1.0833411673623247e+21 9.813219476324237e+20 138.33955110082277 449.8074460214255 140.8444695877844 728.9914667100327
-0.8999999999999972 9.45306959168905e+20 8.791108142233791e+20 8.783760065403582e+20 1.0422784614051763e+21 1.2335783344349145e+21 1.1401352471962591e+21 1.0421198640708228e+21 9.562044813602218e+20 138.33955110082277 449.8074460214254 140.8444695877844 728.9914667100326
-0.7999999999999972 8.384030249149724e+20 8.179683547347995e+20 8.344996913603455e+20 9.987161810841753e+20 1.1774549660533803e+21 1.0918679720541656e+21 9.924548537675056e+20 9.25497607132905e+20 138.33955110082277 449.80744602142545 140.84446958778443 728.9914667100327
-0.6999999999999971 7.209264075675448e+20 7.470314874130154e+20 7.823663078689929e+20 9.464540878146414e+20 1.1104168691542394e+21 1.0339983882072106e+21 9.33291832598454e+20 8.882412678501604e+20 138.3395511008228 449.80744602142545 140.8444695877844 728.9914667100327
-0.599999999999997 5.962627122805046e+20 6.664463390380702e+20 7.213411953897059e+20 8.845311364684137e+20 1.0314221158689849e+21 9.654866757923015e+20 8.638133740103666e+20 8.43468040651969e+20 138.33955110082277 449.80744602142545 140.84446958778443 728.9914667100327
-0.4999999999999969 4.69643340849365e+20 5.772912781127982e+20 6.51238845032981e+20 8.123027810802239e+20 9.39916025601747e+20 8.856540542916388e+20 7.836726961685696e+20 7.903037578445858e+20 138.33955110082277 449.8074460214255 140.8444695877844 728.9914667100327
-0.3999999999999968 3.479091319693821e+20 4.81878941559849e+20 5.7259192563600294e+20 7.296993735014023e+20 8.361723301493936e+20 7.944703985236825e+20 6.93296685634599e+20 7.281225229208672e+20 138.33955110082277 449.80744602142533 140.84446958778437 728.9914667100325
-0.2999999999999967 2.3864652297145847e+20 3.839414250750878e+20 4.869454108833334e+20 6.375454619409853e+20 7.216931518891537e+20 6.929069761400513e+20 5.942287169229239e+20 6.567640288526114e+20 138.33955110082275 449.8074460214255 140.84446958778446 728.9914667100327
-0.19999999999999662 1.4865305108526888e+20 2.8853518224384128e+20 3.97100548630439e+20 5.3789480577214395e+20 5.995916569100335e+20 5.833019390798899e+20 4.8943479025374934e+20 5.768072891806145e+20 138.33955110082277 449.8074460214254 140.84446958778437 728.9914667100325
-0.09999999999999654 8.206777149838143e+19 2.01490369362365e+20 3.071794426081231e+20 4.342822854159107e+20 4.748103497431501e+20 4.696263999865984e+20 3.834347577773121e+20 4.898669518648003e+20 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
3.552713678800501e-15 3.8960810783490654e+19 1.2832711712336365e+20 2.223425453118015e+20 3.3173210921215125e+20 3.5395927917714296e+20 3.5747160338911055e+20 2.820686870922092e+20 3.988337526056154e+20 138.33955110082275 449.8074460214254 140.8444695877844 728.9914667100326
0.1000000000000032 1.5319726203067517e+19 7.282100496350115e+19 1.4802168522982225e+20 2.3632775870142562e+20 2.4454959871642668e+20 2.5354422312883067e+20 1.9172240131149867e+20 3.079264426994514e+20 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
0.20000000000000373 4.762862819405983e+18 3.5762825151468524e+19 8.869611275927465e+19 1.5421004177929663e+20 1.535387049424462e+20 1.6453225356269453e+20 1.1799243747794987e+20 2.2238610526597667e+20 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
0.30000000000000426 1.1054357474832672e+18 1.4659456844625023e+19 4.655191880754146e+19 9.00970521591273e+19 8.545833101280402e+19 9.546477962234547e+19 6.410435419112507e+19 1.4767987311062942e+20 138.33955110082277 449.8074460214254 140.84446958778443 728.9914667100326
0.4000000000000039 1.7840421462156918e+17 4.794977390793474e+18 2.067997005922662e+19 4.580186992851577e+19 4.087397155740583e+19 4.811247430360014e+19 2.9784899093596107e+19 8.825456674235446e+19 138.33955110082275 449.8074460214255 140.8444695877844 728.9914667100327
0.5000000000000036 1.833427548004269e+16 1.1836813003409006e+18 7.447846149250145e+18 1.9542936390265303e+19 1.6153678234295048e+19 2.0308335189413384e+19 1.1375334537708458e+19 4.619899072807622e+19 138.33955110082277 449.8074460214254 140.84446958778443 728.9914667100326
0.6000000000000041 1075222789141148.6 2.058262265904154e+17 2.0599087662736556e+18 6.688716529114444e+18 5.021240148675561e+18 6.857855653835089e+18 3.398643563460238e+18 2.0479782086228402e+19 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
0.7000000000000046 31358263071634.125 2.314607284391576e+16 4.087086681818519e+17 1.7344486226238584e+18 1.153786842152318e+18 1.7488796388041405e+18 7.468538656552388e+17 7.369692729268951e+18 138.33955110082277 449.80744602142545 140.84446958778443 728.9914667100327
0.8000000000000043 382197141913.82513 1513813271328578.5 5.339951733963433e+16 3.171435938313472e+17 1.8127392351398656e+17 3.1325318474046394e+17 1.1178622408617555e+17 2.042018745078755e+18 138.33955110082277 449.80744602142545 140.84446958778443 728.9914667100327
0.9000000000000039 1561251352.6281676 50431474754390.48 4125608770395611.0 3.73570046910449e+16 1.7654011474235316e+16 3.5974432579592612e+16 1.0356086420586786e+16 4.078791252486885e+17 138.33955110082277 449.80744602142545 140.8444695877844 728.9914667100326
