log10tau_V FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
-4.0 2.2485973672796756e+20 2.0795905969156535e+20 2.244268496262628e+20 5.148008912728898e+20 4.217393271517505e+20 4.967921920907523e+20 3.004000449648194e+20 5.009103131602131e+20 2.0938101481509674 2.1004859003259218 0.6541307732989101 4.848426821775799
-3.9 2.24838260306446e+20 2.0794715615310348e+20 2.244177151594087e+20 5.1478343360772145e+20 4.217237403612118e+20 4.967751465606416e+20 3.0038847039302415e+20 5.0089732241994495e+20 2.0938101481509674 2.1004859003259218 0.6541307732989101 4.848426821775799
-3.8 2.248112260277428e+20 2.0793217145961238e+20 2.244062160757494e+20 5.147614565512401e+20 4.217041185737999e+20 4.967536883413954e+20 3.0037389950659474e+20 5.008809685270294e+20 2.0938101481509674 2.100485900325921 0.6541307732989102 4.848426821775798
-3.6999999999999997 2.2477719653696055e+20 2.079133083910768e+20 2.243917404251447e+20 5.147337904105112e+20 4.216794175054207e+20 4.9672667536209904e+20 3.003555568555509e+20 5.0086038095657986e+20 2.0938101481509674 2.1004859003259213 0.6541307732989101 4.848426821775799
-3.5999999999999996 2.2473436331434063e+20 2.078895636398381e+20 2.243735179888414e+20 5.14698962917274e+20 4.216483227604719e+20 4.966926701251122e+20 3.003324664237496e+20 5.0083446394690535e+20 2.0938101481509674 2.1004859003259218 0.6541307732989101 4.848426821775799
-3.4999999999999996 2.246804511572372e+20 2.07859674643851e+20 2.2435057940542928e+20 5.146551210518331e+20 4.2160918005692334e+20 4.9664986337890186e+20 3.0030339982439757e+20 5.00801838276e+20 2.0938101481509674 2.1004859003259213 0.6541307732989101 4.848426821775799
-3.3999999999999995 2.246125982722214e+20 2.0782205276741783e+20 2.243217047752622e+20 5.1459993272356707e+20 4.215599074806525e+20 4.9659597812505156e+20 3.002668111564098e+20 5.007607680186216e+20 2.0938101481509674 2.1004859003259218 0.6541307732989102 4.848426821775799
-3.2999999999999994 2.2452720586172835e+20 2.077746993608053e+20 2.2428535905515032e+20 5.1453046314992035e+20 4.214978851718956e+20 4.965281489242786e+20 3.0022075511119885e+20 5.007090684278631e+20 2.0938101481509674 2.1004859003259213 0.65413077329891 4.848426821775799
-3.1999999999999993 2.244197496223503e+20 2.0771510037076024e+20 2.2423961088016007e+20 5.1444301947373656e+20 4.214198166890244e+20 4.964427701957163e+20 3.001627840617972e+20 5.006439901058419e+20 2.0938101481509674 2.1004859003259213 0.6541307732989101 4.848426821775799
-3.099999999999999 2.2428454379202796e+20 2.0764009411457152e+20 2.241820306119043e+20 5.143329555392591e+20 4.213215548565001e+20 4.963353056235238e+20 3.000898188012281e+20 5.00562073406482e+20 2.093810148150968 2.1004859003259213 0.6541307732989101 4.848426821775799
-2.999999999999999 2.2411444624895158e+20 2.0754570553226658e+20 2.2410956237783735e+20 5.141944267392132e+20 4.2119788312320134e+20 4.9620004882613194e+20 2.999979862796873e+20 5.004589654930978e+20 2.0938101481509674 2.1004859003259213 0.6541307732989101 4.848426821775799
-2.899999999999999 2.239004906451822e+20 2.0742693865358456e+20 2.2401836359394604e+20 5.1402008236656925e+20 4.210422412632268e+20 4.9602982302589885e+20 2.9988241606860145e+20 5.0032919058759444e+20 2.0938101481509674 2.1004859003259218 0.6541307732989102 4.848426821775799
