log10Z FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V HbetaEW
-5.0 2.2653106864200978e+21 1.7406654209857594e+21 1.561282689584068e+21 1.273176251461964e+21 1.6648972770041953e+21 1.5330124787596064e+21 1.61679170284643e+21 1.153426203965972e+21 284.4899213513441
-4.5 2.2653106864200978e+21 1.7406654209857594e+21 1.561282689584068e+21 1.273176251461964e+21 1.6648972770041953e+21 1.5330124787596064e+21 1.61679170284643e+21 1.153426203965972e+21 284.4899213513441
-4.0 2.2405269496570598e+21 1.7381874528721374e+21 1.5859512218095442e+21 1.5178694132275867e+21 1.902371508130426e+21 1.75410210230646e+21 1.725301249762895e+21 1.4352572010500336e+21 213.32175996866147
-3.5 2.2405269496570598e+21 1.7381874528721374e+21 1.5859512218095442e+21 1.5178694132275867e+21 1.902371508130426e+21 1.75410210230646e+21 1.725301249762895e+21 1.4352572010500336e+21 213.32175996866147
-3.0 2.0669100512913947e+21 1.582308097985344e+21 1.454629969457121e+21 1.5327331776579667e+21 1.948490121925861e+21 1.721503696325729e+21 1.6925397097578913e+21 2.0305545095799526e+21 166.35043509458424
-2.5 1.9093212517198678e+21 1.4640980096015535e+21 1.29171563721286e+21 1.2768535145444873e+21 1.6424985739799107e+21 1.412700549186298e+21 1.5133430033823312e+21 2.0602272533643282e+21 141.14848988405018
-2.0 1.843773366890346e+21 1.4745452587593357e+21 1.237555305821783e+21 1.2787600470218118e+21 1.4702018865870982e+21 1.358940213192573e+21 1.406422760009182e+21 1.5047574318802597e+21 88.16288996976908
