log10tau_V FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
-1.4999999999999978 1.8398446897653555e+21 1.4756123195440408e+21 1.384300275873294e+21 1.4707390633083963e+21 1.862686969519421e+21 1.6509563034593397e+21 1.6143824935890099e+21 1.3165431411920656e+21 166.35043509458418 551.1738189322735 173.31532578961364 890.8395798164714
-1.3999999999999977 1.7850863665237053e+21 1.449101366319972e+21 1.3665956179178375e+21 1.4550507173058196e+21 1.8410250221524786e+21 1.6331097963454173e+21 1.594680585434756e+21 1.305793524780864e+21 166.3504350945842 551.1738189322734 173.3153257896136 890.8395798164712
-1.2999999999999976 1.7184744826533522e+21 1.4164055005144846e+21 1.3446284752787066e+21 1.4355380041155774e+21 1.8141121579827216e+21 1.6109164793711643e+21 1.570219937431028e+21 1.2923855588779557e+21 166.35043509458418 551.1738189322737 173.31532578961358 890.8395798164714
-1.1999999999999975 1.63815826316349e+21 1.3762957543068412e+21 1.317475003868053e+21 1.4113446129902006e+21 1.7807896843985743e+21 1.5834051679778974e+21 1.5399602432306593e+21 1.2757019617135016e+21 166.35043509458424 551.1738189322734 173.3153257896136 890.8395798164712
-1.0999999999999974 1.5423920535625167e+21 1.327419293907631e+21 1.284069339123211e+21 1.3814658822337994e+21 1.7397082885982918e+21 1.549437681278017e+21 1.50269586966538e+21 1.2550051486749966e+21 166.35043509458418 551.1738189322735 173.31532578961364 890.8395798164714
-0.9999999999999973 1.4297937206603298e+21 1.2683595136610072e+21 1.2432161662066048e+21 1.3447486014770805e+21 1.6893350086488896e+21 1.5077095215292807e+21 1.4570662041760076e+21 1.2294272655801464e+21 166.35043509458418 551.1738189322734 173.31532578961358 890.8395798164712
-0.8999999999999972 1.2997179006377706e+21 1.1977468458784276e+21 1.1936285884947639e+21 1.2999087751399298e+21 1.6279879359481016e+21 1.4567713581221683e+21 1.4015927529926012e+21 1.197968211021428e+21 166.3504350945842 551.1738189322735 173.31532578961358 890.8395798164713
-0.7999999999999972 1.1527435759360049e+21 1.1144389129192082e+21 1.134004862667438e+21 1.2455786953459237e+21 1.553914857168846e+21 1.395084301249574e+21 1.3347579105291508e+21 1.1595082418521103e+21 166.35043509458418 551.1738189322735 173.31532578961364 890.8395798164714
-0.6999999999999971 9.91232093857839e+20 1.0177863161420311e+21 1.0631605711259584e+21 1.1803983724624921e+21 1.4654365761459354e+21 1.3211260945140207e+21 1.2551440268956548e+21 1.1128446795576993e+21 166.3504350945842 551.1738189322735 173.31532578961358 890.8395798164713
-0.599999999999997 8.198374654683624e+20 9.079883974602395e+20 9.802332720067763e+20 1.1031692116852888e+21 1.361178155219472e+21 1.2335684196890027e+21 1.1616527472185676e+21 1.0567655015871642e+21 166.35043509458424 551.1738189322735 173.31532578961358 890.8395798164713
