log10Z FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V HbetaEW
-5.0 1.6620969960040146e+21 1.273843189521158e+21 1.1290675478776536e+21 9.771153852171675e+20 1.2255394907762238e+21 1.1446324301126394e+21 1.1762594361045798e+21 8.686990682576856e+20 248.39495991192544
-4.5 1.6620969960040146e+21 1.273843189521158e+21 1.1290675478776536e+21 9.771153852171675e+20 1.2255394907762238e+21 1.1446324301126394e+21 1.1762594361045798e+21 8.686990682576856e+20 248.39495991192544
-4.0 1.6411159466003443e+21 1.2749047065689716e+21 1.1541567538731325e+21 1.1693837962059941e+21 1.4129619884241616e+21 1.3213362690839604e+21 1.264814124873319e+21 1.0733684488201618e+21 185.39577155803613
-3.5 1.6411159466003443e+21 1.2749047065689716e+21 1.1541567538731325e+21 1.1693837962059941e+21 1.4129619884241616e+21 1.3213362690839604e+21 1.264814124873319e+21 1.0733684488201618e+21 185.39577155803613
-3.0 1.5033478019997557e+21 1.1613502731938904e+21 1.0704434743018935e+21 1.2289588482296932e+21 1.4764129902213223e+21 1.347270575431975e+21 1.258307427776338e+21 1.5231204934583022e+21 138.33955110082275
-2.5 1.3801432133121496e+21 1.073104071208735e+21 9.555410547368345e+20 1.035475551479308e+21 1.2440061347973927e+21 1.1188430738953045e+21 1.124391774159515e+21 1.5363315112583448e+21 115.37173472840198
-2.0 1.3180304104187093e+21 1.0747203892722349e+21 9.218191908982589e+20 1.0426914173268899e+21 1.1383163837811196e+21 1.0895949006118506e+21 1.0579325102670321e+21 1.170842977321033e+21 71.43230718449459
