log10_duration FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
6.0 3.324109339606229e+20 9.347661833646164e+20 1.3744869557353206e+21 1.2066044814803266e+21 1.6486321318937764e+21 1.4026992674577284e+21 1.6227550536736797e+21 1.2323531443786566e+21 227.4511876395498 1456.669641400801 464.97435078970346 2149.0951798300543
6.1 3.4040914088089046e+20 9.629310549592371e+20 1.4085364800226903e+21 1.2469601838619338e+21 1.6808478710508405e+21 1.441643977091894e+21 1.656737485344553e+21 1.2678327081519297e+21 218.52883658623742 1372.694934044602 438.50720929420504 2029.7309799250445
6.199999999999999 3.5815953842480107e+20 1.028073243931657e+21 1.4870232539579912e+21 1.3429905529652705e+21 1.7572851706081418e+21 1.5335589108652782e+21 1.7354597652512055e+21 1.3519857751574703e+21 198.57855732114265 1196.0067343868664 382.8019797142083 1777.3872714222173
6.299999999999999 3.7902226150703917e+20 1.1126901756032145e+21 1.5883272280704475e+21 1.4756594755628059e+21 1.8613765519984694e+21 1.658400507028888e+21 1.8379653066454841e+21 1.4674589133094951e+21 173.20270747685817 995.3651858733941 318.46468361316283 1487.0325769634153
6.399999999999999 3.9285772568739774e+20 1.1835255720297156e+21 1.674720628968959e+21 1.6092555776216683e+21 1.9612228510208497e+21 1.780421375759732e+21 1.9243615033221057e+21 1.585866879476915e+21 148.8043561896993 833.4125480191458 265.20622096123907 1247.4231251700842
6.499999999999998 3.8870185480078275e+20 1.1969075058679507e+21 1.6920341361248266e+21 1.6874661959172327e+21 2.000679212700168e+21 1.8434261458884184e+21 1.9395741965179638e+21 1.6612778753683504e+21 129.70567707725618 728.1082824992448 230.0450730358305 1087.8590326123315
6.599999999999998 3.670726763245893e+20 1.1451356712855491e+21 1.6190050751094747e+21 1.662597075743689e+21 1.9322149273354874e+21 1.8003765162764751e+21 1.8557642379143007e+21 1.6409327533710414e+21 116.76295039786837 656.2229366885731 206.46475236569316 979.4506394521346
6.6999999999999975 3.3529721969890656e+20 1.0524286173621824e+21 1.483738093844882e+21 1.5548943654960948e+21 1.7793230533530327e+21 1.6730912846467246e+21 1.700178108469948e+21 1.5428934267136846e+21 107.31644272634794 596.2505272638477 187.44283448463105 891.0098044748268
6.799999999999997 2.989309936406839e+20 9.421097227348953e+20 1.323558208821502e+21 1.4135668584198206e+21 1.5950034790705867e+21 1.5123951162896349e+21 1.5168145039535314e+21 1.4167876191872334e+21 98.8827600539898 542.4299878170258 170.49877298081543 811.8115208518311
6.899999999999997 2.6144616288514123e+20 8.274938889435024e+20 1.1589840818773502e+21 1.2600015460170704e+21 1.404407622070432e+21 1.341180542571463e+21 1.328939818751005e+21 1.2827566392671262e+21 91.41131302320161 498.5181239051658 156.4807105617313 746.4101474900987
6.9999999999999964 2.252582682276545e+20 7.165816143769008e+20 1.0018403517837676e+21 1.1079684275938048e+21 1.221123092835102e+21 1.1738030544657509e+21 1.1497478891133693e+21 1.1496361094743915e+21 84.92271415683233 462.78979732399296 144.83347106848524 692.5459825493105
7.099999999999996 1.9188865328931052e+20 6.137987448179842e+20 8.581990232052822e+20 9.652403649598835e+20 1.0519337221669774e+21 1.0180833536371943e+21 9.855904413939642e+20 1.0190647155317018e+21 79.46323883434847 433.5475012856285 135.05992449820923 648.0706646181861
7.199999999999996 1.6238404629649195e+20 5.226710551811601e+20 7.324341387969783e+20 8.399850078520595e+20 9.040387823866604e+20 8.819244713418668e+20 8.420157290336138e+20 8.983715589077655e+20 74.49624666893561 406.5434967595407 125.9804186245828 607.020162053059
7.299999999999995 1.3697583991662292e+20 4.439187465339478e+20 6.252256824305482e+20 7.359479636269044e+20 7.806010978839666e+20 7.688360284609561e+20 7.208293277043476e+20 7.93997636049215e+20 69.556155141145 378.62262572428733 116.80101647802239 564.9797973434547
7.399999999999995 1.155261818692058e+20 3.7694185361486656e+20 5.344728938364547e+20 6.483178315989974e+20 6.770273098257287e+20 6.73859251038816e+20 6.188691830277565e+20 7.039699463195441e+20 64.86775211486535 351.29841414687104 107.99987668723817 524.1660429489746
7.499999999999995 9.767631043526918e+19 3.207468632676913e+20 4.581920930045914e+20 5.73407632780255e+20 5.894343215962524e+20 5.930627229492378e+20 5.331652504123648e+20 6.253567736172869e+20 60.62433011483759 326.13714571103947 100.01245861431774 486.7739344401948
7.599999999999994 8.291916133651477e+19 2.7398271656353035e+20 3.9467871420792504e+20 5.1026419639772486e+20 5.1609213067765665e+20 5.252115188928577e+20 4.618033687117647e+20 5.5917588821544e+20 56.71029099051869 302.5110750592455 92.62272078486944 451.84408683463363
7.699999999999994 7.079033597205688e+19 2.35309090985391e+20 3.420397571164079e+20 4.566557364960054e+20 4.5442726534658e+20 4.678724508761192e+20 4.024410540292005e+20 5.0313969115653584e+20 53.20757236984409 281.0525088247374 85.98684027702244 420.24692147160397
7.799999999999994 6.087436652168333e+19 2.03491469949481e+20 2.98560568044868e+20 4.107663568537039e+20 4.024324912950471e+20 4.190857642784395e+20 3.530943927237327e+20 4.556950533160952e+20 50.13123864364025 262.1258882476856 80.18245103387974 392.43957792520564
7.899999999999993 5.284952036781779e+19 1.7758563724490867e+20 2.6296054270531672e+20 3.715702874044838e+20 3.5887960422247557e+20 3.776986740509647e+20 3.1238114300989315e+20 4.1545534211626526e+20 47.48713688165099 245.98669230743505 75.26220447390168 368.7360336629877
7.999999999999993 4.645249940845697e+19 1.5683113102772116e+20 2.342406428309885e+20 3.3865620948673285e+20 3.2306367134414065e+20 3.431730108681693e+20 2.7932472813692948e+20 3.815823932404867e+20 45.290204024003664 232.68432476199726 71.22034024592597 349.1948690319269
8.099999999999993 4.142431077420338e+19 1.40420338383825e+20 2.113052859128982e+20 3.11447505342511e+20 2.9400477927625418e+20 3.1480420426286596e+20 2.528014237183585e+20 3.539426708775798e+20 43.539380960430584 222.03650523012433 67.99324360632357 333.5691297968785
8.199999999999992 3.756608354903092e+19 1.2775540355934662e+20 1.9341457242848592e+20 2.8963773422010994e+20 2.7114425288293833e+20 2.9217160865400452e+20 2.3206929833354117e+20 3.313322144969419e+20 42.23792101032452 214.02615909849777 65.57880382640684 321.8428839352291
8.299999999999992 3.47147637264761e+19 1.1834173066264258e+20 1.7998447346644222e+20 2.7290978311968493e+20 2.538536765264429e+20 2.748741650958154e+20 2.1647665679023967e+20 3.1361198702850166e+20 41.31440049821407 208.25224920903443 63.85197011169692 313.41861981894544
8.399999999999991 3.2716339076415713e+19 1.1169900049905615e+20 1.704117857886494e+20 2.607253205040104e+20 2.413780927769639e+20 2.623166630256135e+20 2.053213509761617e+20 3.00749720596729e+20 40.69857215513762 204.34441054519218 62.68960272016345 307.73258542049325
8.499999999999991 3.1424388476746805e+19 1.073822970299193e+20 1.6413042918824575e+20 2.5253522464600467e+20 2.3310059381781755e+20 2.5390115394291345e+20 1.979732701362849e+20 2.9192174932273558e+20 40.34729991115903 202.0665295916611 62.01545457928534 304.4292840821055
8.59999999999999 3.0678635580390138e+19 1.0487970470876607e+20 1.604597298912128e+20 2.4763821224082853e+20 2.2820252547969568e+20 2.488827698000448e+20 1.9365936761060124e+20 2.866101577648981e+20 40.17004491502081 200.89469026345435 61.66946094590961 302.73419612438477
8.69999999999999 3.0310921047049015e+19 1.0364055548812155e+20 1.5862958433226765e+20 2.4513499441124773e+20 2.257223411812766e+20 2.4632530004598227e+20 1.9149573040921933e+20 2.8393387804666616e+20 40.092695866365474 200.3813356936322 61.517519880321295 301.991551440319
8.79999999999999 3.016459448129332e+19 1.0314590835303075e+20 1.5789490940745295e+20 2.4410589038778784e+20 2.2471473454869224e+20 2.4527711728577508e+20 1.906229507737408e+20 2.8283281539679804e+20 40.066092416013646 200.2060131900951 61.46558358023276 301.73768918634147
8.89999999999999 3.012051800011249e+19 1.0299647623859593e+20 1.5767190388312556e+20 2.4378641747527005e+20 2.2440569036093565e+20 2.4495284524546484e+20 1.9035688791074275e+20 2.8249551336751985e+20 40.05890258884242 200.16025233700088 61.45186864527192 301.67102357111526
8.99999999999999 3.0111199361397305e+19 1.0296481450676077e+20 1.5762446898583595e+20 2.4371721748963426e+20 2.2433950608647524e+20 2.4488279638789145e+20 1.9030012878177226e+20 2.824217662149318e+20 40.057613764682436 200.1522836857956 61.44946982932487 301.6593672798029
9.099999999999989 3.010993537160901e+19 1.029605114379707e+20 1.5761800264706395e+20 2.4370763868999824e+20 2.2433043047261012e+20 2.4487312028528352e+20 1.9029237162996492e+20 2.8241128989844777e+20 40.057474009186144 200.15144321049567 61.44921980573342 301.6581370254152
9.199999999999989 3.010983670465465e+19 1.0296017505820887e+20 1.5761749568640165e+20 2.4370687925443756e+20 2.2432971591226e+20 2.448723542514442e+20 1.9029176232410733e+20 2.824104448005738e+20 40.057465300210126 200.15139226620667 61.449204784151235 301.65806235056806
9.299999999999988 3.010983282928165e+19 1.029601618320721e+20 1.576174756916222e+20 2.4370684907533907e+20 2.2432968764206436e+20 2.4487232384540436e+20 1.9029173826069948e+20 2.824104113430316e+20 40.05746500203196 200.15139056713423 61.44920427479547 301.65805984396167
9.399999999999988 3.0109832764586426e+19 1.0296016161112621e+20 1.5761747535666e+20 2.4370684856657825e+20 2.2432968716742702e+20 2.44872323333228e+20 1.9029173785717463e+20 2.8241041077533603e+20 40.057464998051046 200.15139054488895 61.44920426807035 301.65805981101033
9.499999999999988 3.0109832764215697e+19 1.029601616098595e+20 1.5761747535473505e+20 2.4370684856364148e+20 2.2432968716469505e+20 2.448723233302731e+20 1.9029173785485404e+20 2.8241041077203852e+20 40.05746499803292 200.15139054478846 61.44920426803986 301.65805981086123
9.599999999999987 3.0109832764215144e+19 1.029601616098576e+20 1.5761747535473213e+20 2.437068485636371e+20 2.2432968716469092e+20 2.4487232333026866e+20 1.9029173785485053e+20 2.824104107720335e+20 40.05746499803288 200.15139054478826 61.44920426803983 301.65805981086095
9.699999999999987 3.0109832764215144e+19 1.029601616098576e+20 1.5761747535473213e+20 2.437068485636371e+20 2.2432968716469092e+20 2.4487232333026866e+20 1.9029173785485053e+20 2.824104107720335e+20 40.05746499803288 200.15139054478826 61.44920426803983 301.65805981086095
9.799999999999986 3.0109832764215144e+19 1.029601616098576e+20 1.5761747535473213e+20 2.437068485636371e+20 2.2432968716469092e+20 2.4487232333026866e+20 1.9029173785485053e+20 2.824104107720335e+20 40.05746499803288 200.15139054478826 61.44920426803983 301.65805981086095
9.899999999999986 3.0109832764215144e+19 1.029601616098576e+20 1.5761747535473213e+20 2.437068485636371e+20 2.2432968716469092e+20 2.4487232333026866e+20 1.9029173785485053e+20 2.824104107720335e+20 40.05746499803288 200.15139054478826 61.44920426803983 301.65805981086095
9.999999999999986 3.0109832764215144e+19 1.029601616098576e+20 1.5761747535473213e+20 2.437068485636371e+20 2.2432968716469092e+20 2.4487232333026866e+20 1.9029173785485053e+20 2.824104107720335e+20 40.05746499803288 200.15139054478826 61.44920426803983 301.65805981086095
