fesc FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
0.12 1.0444865766144487e+21 8.116819769537183e+20 7.445771201428393e+20 9.758698831045109e+20 1.0747508597668683e+21 1.0316788059000085e+21 8.887319837084118e+20 8.562389712336623e+20 95.0817503861295 301.09501646400037 93.80815027492204 489.98491712505194
0.13 1.043232913197087e+21 8.101554465669393e+20 7.424376411043734e+20 9.750180141239856e+20 1.0721508017938743e+21 1.030037911461904e+21 8.862323175045912e+20 8.551450919593598e+20 94.10876144058378 297.9961216365296 92.83704656989953 484.9419296470129
0.14 1.0419792497797257e+21 8.086289161801602e+20 7.402981620659076e+20 9.741661451434603e+20 1.0695507438208804e+21 1.0283970170237992e+21 8.83732651300771e+20 8.540512126850573e+20 93.13354482495025 294.8905019199335 91.86395347390406 479.88800021878785
0.15 1.0407255863623643e+21 8.071023857933814e+20 7.381586830274417e+20 9.733142761629352e+20 1.0669506858478866e+21 1.026756122585695e+21 8.812329850969505e+20 8.529573334107547e+20 92.15609288004413 291.7781353999844 90.88886486750516 474.8230931475337
0.16 1.0394719229450028e+21 8.055758554066024e+20 7.360192039889759e+20 9.724624071824099e+20 1.0643506278748928e+21 1.0251152281475902e+21 8.787333188931302e+20 8.518634541364523e+20 91.17639791152864 288.6590000671364 89.91177460614848 469.7471725848135
0.17 1.0382182595276415e+21 8.040493250198235e+20 7.338797249505101e+20 9.716105382018847e+20 1.061750569901899e+21 1.0234743337094857e+21 8.762336526893099e+20 8.507695748621498e+20 90.19445218971292 285.5330738160058 88.93267652002677 464.6602025257455
0.18 1.0369645961102798e+21 8.025227946330446e+20 7.317402459120442e+20 9.707586692213595e+20 1.0591505119289049e+21 1.0218334392713811e+21 8.737339864854895e+20 8.496756955878472e+20 89.21024794934894 282.40033444484936 87.95156441394998 459.5621468081483
0.19 1.0357109326929183e+21 8.009962642462655e+20 7.296007668735786e+20 9.699068002408341e+20 1.0565504539559111e+21 1.0201925448332765e+21 8.712343202816692e+20 8.48581816313545e+20 88.22377738942664 279.2607596550387 86.96843206721461 454.45296911168
0.2 1.034457269275557e+21 7.994697338594866e+20 7.274612878351126e+20 9.690549312603088e+20 1.0539503959829174e+21 1.0185516503951718e+21 8.687346540778486e+20 8.474879370392425e+20 87.235032672968 276.1143270505307 85.98327323347225 449.3326329569709
0.21 1.0332036058581953e+21 7.979432034727077e+20 7.253218087966469e+20 9.682030622797834e+20 1.0513503380099235e+21 1.0169107559570672e+21 8.662349878740285e+20 8.4639405776494e+20 86.24400592681933 272.96101413733567 84.99608164059728 444.2011017047523
0.22 1.0319499424408338e+21 7.964166730859288e+20 7.23182329758181e+20 9.673511932992583e+20 1.0487502800369298e+21 1.0152698615189626e+21 8.637353216702082e+20 8.453001784906375e+20 85.25068924144232 269.8007983229806 84.00685099055379 439.05833855497673
0.23 1.0306962790234725e+21 7.948901426991497e+20 7.210428507197152e+20 9.66499324318733e+20 1.0461502220639357e+21 1.0136289670808582e+21 8.612356554663878e+20 8.442062992163348e+20 84.25507467070376 266.63365691597033 83.0155749592616 433.9043065459357
0.24 1.029442615606111e+21 7.933636123123708e+20 7.189033716812494e+20 9.656474553382078e+20 1.0435501640909419e+21 1.0119880726427536e+21 8.587359892625673e+20 8.431124199420323e+20 83.2571542316635 263.459567125244 82.02224719646152 428.73896855336903
0.25 1.0281889521887493e+21 7.918370819255919e+20 7.167638926427836e+20 9.647955863576826e+20 1.0409501061179479e+21 1.0103471782046491e+21 8.56236323058747e+20 8.420185406677301e+20 82.25691990436115 260.2785060596281 81.02686132557972 423.562287289569
